"word","interim_btwn","final_btwn"
"­",0,1105.27482937954
"",0,16771.4138838532
"aan",11.6101387979701,0
"aapor",0,22.4560731605835
"aaronson",0,436.335993538339
"ab",0,845.142971182479
"abilities",28.4095983342669,709.442758103436
"ability",12179.3961925387,18289.0098483238
"able",1627.34562203798,6297.99482298328
"aboveaverage",0,15.5814907424014
"abroad",57.9010060762519,71.7254007811145
"abstract",63.0241299173954,0
"abstraction",55.6864353700583,231.06347659252
"abstractions",0,70.0873072658646
"abstracts",0,135.14515176153
"abundance",53.4531591297439,105.297083634812
"academia",1848.04375957413,175.461548788278
"academic",6337.89399764509,52671.3203858159
"academically",1.79762616547482,4.29692490525412
"academies",204.223826538646,363.975958729876
"academy",0,1389.1701856952
"accademic",11.6101387979701,0
"acceessed",6.05486916347991,0
"accelerated",0,73.7061925531114
"accelerator",0,94.3714121260699
"accelerators",0,117.433700964573
"accepting",13.3029523629653,0
"access",6820.86279009359,14038.871614895
"accessed",11257.1372165256,135517.527376596
"accesseed",0.551625125134329,0
"accessibility",0,34.3721225736873
"accessible",9488.92082109353,3509.63328646402
"accessing",0,871.667096600297
"accidental",1.69032982567398,0
"accommodate",105.732291544293,71.0071932143528
"accompanied",101.607015255853,4.22456677680033
"accomplish",0,772.175891038419
"accordance",0,10.3008524739532
"according",0,100.948904314571
"accordingly",0,217.965073357002
"account",3833.24282264322,40.3498743364868
"accountability",0,0.177448609443162
"accounting",298.844809075412,0
"accreditation",120.510046036755,976.94119880454
"accredited",0,24.2294840157749
"accuracy",11.0092778620485,3.27432933762152
"accurate",1697.87063551793,1943.03631531415
"accustomed",13.3029523629653,0
"achieve",427.388125015844,2282.05291311294
"achieved",1382.35868642071,76.717644077948
"achievement",0,1.26740146289725
"achieving",7.72602064346245,18.0176734163522
"acknowledge",2.64984977667329,0
"acknowledged",12.5518618460687,0
"acknowledging",0,14.7932459009903
"acknowledgments",0,170.919168619409
"acm",0,47.3801649582964
"acms",0,1.79579042883543
"acquire",133.865773069386,234.949902056401
"acquired",0,7.15858644492235
"acquiring",17.4778732378787,0
"acquisition",0,457.619822741732
"across",11353.1699835535,29136.6480797809
"act",236.001605601241,56.0383419510357
"acting",0,1.79579042883543
"action",4.02770632019092,28.1150437566598
"actions",0,422.574893046404
"active",1179.71462345647,765.740269843934
"actively",24.2453160721938,535.848416271713
"activities",8944.9663659907,11692.8411961893
"activity",30.3063959772857,2369.31754767913
"actors",0,0.592134267408236
"actually",0,99.3466870996622
"acumen",1230.45499534645,5445.2755597353
"acumenthe",1.39969281820828,0
"ad",0,0
"adapt",151.250911621934,368.996096763958
"adaptability",883.030805153004,0
"adaptable",0,92.9444085104081
"adaptation",11.1385793117423,0
"adapted",0,616.437726761067
"adapting",1772.45353722793,43.1074523757163
"adaption",14.1665027520996,0
"add",0,2697.18863397935
"added",973.973921565777,4.55868509495114
"adding",206.042562289288,0
"addition",1326.60160641269,2913.45084933576
"additional",2236.74132945895,7534.71454813469
"additionally",879.315275468683,0.614807056427132
"addons",0,0.151978558184589
"address",5595.32470262927,11134.2537924533
"addressed",0,448.550703839741
"addresses",0,40.7773053601849
"addressing",61.2144282613241,1257.23796334927
"adds",0,92.8984460148172
"adelaide",0,65.9949614847722
"adept",13.3029523629653,0
"adequately",0,398.360783265107
"adherence",0.0812163978494624,0
"adhikari",0,4060.07989236582
"adjunct",0,142.770262842379
"adjust",105.732291544293,1143.21734890266
"administered",0,46.2742409761259
"administration",0,7.3122720164404
"administrative",676.319908732462,6538.50186154412
"administrators",69.1911906181548,3406.85582577432
"admit",62.340420305854,0
"admitted",0,29.5919786753289
"adopt",20.202775884452,0.0591067030559225
"adopted",373.651094813331,734.616859689879
"adoption",619.436879758091,393.483876955428
"adults",0,10.0745286699617
"advance",144.484657912088,444.84506217188
"advanced",2250.47769196899,15249.5448869163
"advanced",0,9.40214041125069
"advancement",167.315816943396,69.9750577754781
"advances",0,1659.68780679707
"advancing",0,2.50174632300848
"advantage",440.671207923432,18.3054541529904
"advantages",14.6559439359799,0
"advent",24.6013974701225,17.5490647591476
"advertisements",73.6246608931636,3.43039802862212
"advertising",987.433701936986,6169.44975210441
"advising",107.581361429255,931.02170470835
"advisors",0,846.3236065327
"advocates",0,15.2602432076836
"affect",6308.14785363703,2462.82045078037
"affected",1952.91751853208,1898.29264068015
"affecting",0,39.4633420508408
"affection",102.756736146611,121.39666103234
"affiliation",0,3.68069755797527
"affirm",0,76.7503150635916
"affirmed",2.64984977667329,0.0591067030559225
"affluent",0,64.4169897269775
"aforementioned",0,2.21132717842756
"african",0,21.1614331428535
"afterschool",107.296122084952,0
"ag",0,0
"agarwal",76.5727383107117,0
"agencies",2733.08215373002,313.5295985681
"agency",0,42.3115369476172
"agree",0,123.797073038897
"agreement",53.4531591297439,105.297083634812
"agrees",0,25.5736573099986
"ahead",0,30.9013845580904
"aid",5829.38031899511,2662.06855457664
"aim",551.347858724649,1070.84538408664
"aimed",66.5495248996719,300.289679054615
"aims",2229.58681202914,1547.33662371459
"air",0,654.602078121344
"ajg",0,0
"al",8736.14073322063,13373.9667107587
"albeit",0,38.5379393626207
"alexandre",0,0
"alfred",67.8956486266705,0
"algebra",10.099368905049,2867.35637938659
"algorithmic",0,3252.05650491841
"algorithms",3612.9916672708,15735.6305789367
"ali",0,109.366541902818
"alicia",0,0.373329471898609
"align",60.2362168201113,1072.39183579323
"aligned",0,629.332003246504
"aligning",0,6.27646784753222
"alignment",59.6646351981417,5.93431698579092
"aligns",85.9017472003157,0
"alike",0,19.8299273705067
"alikeat",0,92.9444085104081
"alisson",0,0
"allegheny",0,310.338285372564
"allegiance",1.27608537031706,0
"allia",15.0621837416204,0
"allian",0.551625125134329,0
"alliance",13.9319400504084,0
"allocate",47.9130797192392,8.2150095358979
"allocation",0,156.095087688843
"allow",2863.98264455852,3660.92542629378
"allowed",0,2.44966608819265
"allowing",10.9940303227443,0
"allows",2439.07672177325,2776.00739936406
"allseeing",0,0
"almost",871.984581434874,0
"alone",0,10.1163621046733
"along",461.313558280288,257.052838898936
"alpha",0,104.758140460345
"already",4172.2694762176,1373.43698650072
"also",61429.2614468355,138315.595857638
"alteration",0,3.27432933762152
"altering",0,18.557963615991
"alternative",10.5768231257918,3797.66914093338
"alternatively",0,93.7147179772413
"alternatives",72.0882850724186,145.812926998299
"although",7599.53576253466,13484.6735535314
"altogether",0,93.7147179772413
"always",976.341255066857,2709.53073242734
"ama",0,0
"amaassnorgdeliveringcareamacodemedicalethics",0,0
"amalgams",0,34.3432269893066
"ambitious",65.3687001920797,0
"ameerican",6.05486916347991,0
"amenable",33.2416357870024,0
"america",0.528498934720513,0
"american",6895.07980065914,7313.73203937668
"americas",0,28.1150437566598
"amherst",133.22583938593,122.236511797614
"amherst",0,20.7762734343512
"among",4546.73570972319,21572.1513465643
"amount",29.495476752656,1943.2060674142
"amounts",0,22.1087120760362
"ample",0,55.8752828335517
"ams",0,0
"analogous",2.86229008564041,0
"analogy",560.50487408969,0
"analyses",11874.4299967496,15413.7084205905
"analysis",35310.9192066386,102869.196657234
"analysisand",0,77.6830245083685
"analyst",0,123.171542023452
"analysts",1.29792949694035,686.982846642966
"analytic",4700.41823011586,104.226202269703
"analytical",424.773201904166,1722.27495457172
"analytics",10571.279681706,32749.3130655264
"­analytics",0,114.063670127714
"analyze",337.889342995752,3539.56978968106
"analyzed",3545.97546344102,665.735310183564
"analyzes",8.3409136738195,0
"analyzing",33.178176985486,2262.7817533587
"ance",15.0621837416204,0
"anchored",0,25.58653091761
"ancillary",59.3559546702507,0
"anda",7.17398447885308,0
"andor",3574.96410649452,754.971342822758
"andy",0,30.5856447380585
"angeles",0,109.366541902818
"ann",0,10.3833308909498
"annual",0,0.134528208778848
"another",3624.44963994734,5255.34146553821
"anothera",0,87.5688649854782
"answer",2057.19550212072,246.096716772491
"answering",16.3654318703144,0
"answers",0,16.307389158378
"anthropology",58.7768378101188,104.120847295651
"anticipated",0,11.9469952235876
"anticipates",0,49.6147001621165
"ap",0,24.3929795694763
"app",73.6196958020353,0
"apparent",35.2219591663603,0
"appeal",632.404609559576,192.944319858492
"appealing",117.015032337164,0
"appeared",0,1.58430668471819
"appearing",0,86.6958398282746
"appears",0,32.0250079898258
"appendix",0,2008.585063574
"appendixes",0,583.688148833481
"apple",0,0
"applicability",0,71.8987770872164
"applicable",0,2538.63726830375
"application",4786.61190974173,8439.94169946388
"applications",13592.0643501573,13102.5282895019
"applied",9851.15519334838,10376.3095703234
"applies",11.1599805159325,0
"appllied",13.9319400504084,0
"apply",3849.6515249839,4049.64748260726
"applying",1228.80772648981,1069.37207458841
"appreciate",915.553279030982,0
"appreciated",0,23.7922247314768
"appreciation",84.0075445625071,19.713865881594
"apprenticeships",0,1.39399311587917
"approach",12166.0637212944,9575.35917190322
"approaches",11086.7212846872,20286.487490454
"approachfor",10.0175872770608,0
"approaching",0,79.0039273616354
"appropriate",12969.7492272224,16929.0481333746
"appropriately",3.83274760904404,1352.26149195903
"appropriateness",1071.56224132689,52.5742354193544
"approval",0,63.7700274717403
"approved",794.625721084462,2380.17540268567
"approximately",0,21.1272085866288
"approximation",0,9.40214041125069
"apps",0,0
"april",8.78901222282583,511.036359166892
"arbor",0,10.3833308909498
"architecture",0,991.748305071824
"area",6364.22663463807,2022.02464887156
"areas",12997.0930974319,13720.3525902864
"argue",1011.59287182832,86.6843514991783
"argued",26.1786041216696,0
"arise",5126.7867388229,1922.34193144866
"arisen",0,0.0622439655755141
"arises",4.27697183773364,0
"arising",0,34.2763574479677
"around",6962.46446473141,10872.3822368775
"array",482.812459535091,475.291636799757
"arrival",2.86229008564041,0
"art",920.010321114976,8370.31196550126
"articulate",0,56.2975856745621
"articulately",0,141.193974672366
"articulating",11.1385793117423,0
"artifacts",0,754.419753013984
"artificial",13.3029523629653,33.5564147710516
"artists",0,29.6955570643
"arts",601.41267644648,4803.58558126113
"artwork",2.26323495485596,0
"asa",545.535526685302,1325.63581724414
"asai",0,0
"asas",0,0.177448609443162
"ascertain",63.1952539463101,0
"ascertaining",11.0092778620485,0
"ashamed",0,3.65559370670962
"ashua",0,71.5631591703752
"ask",19.8332334763298,4.2449665596483
"asked",0,930.514916248043
"asking",682.775213759747,23.9531368251132
"aspects",8091.8858049934,5707.19884696088
"aspiring",0,35.5012574341771
"aspx",0,0.235213320908851
"assembling",0,26.2788415331272
"assembly",0,71.7254007811145
"assemblys",0,0.776853448001711
"assert",0,3.03681494477689
"assertions",36.5217843947467,0
"asserts",0,66.4278198599934
"assess",166.669138303119,4830.91357283232
"assessed",1478.45947489252,10.179184887393
"assessing",2506.01291315544,2183.34396415611
"assessment",3611.97085476403,7189.24073736975
"assessments",11.1385793117423,2.50174632300848
"assi",15.0621837416204,0
"assign",0,1.34149778417912
"assignments",776.596222272881,9.35212421062127
"assist",1155.43271215113,3201.3954154457
"assistance",0,1005.71706883191
"assistant",161.403239018588,184.184129246782
"assistants",39.0383947944724,6779.57982601485
"assistantship",0,11.2770401231948
"assistantships",0,0
"assisting",0,1.23698235885094
"associate",0,269.634617153668
"associated",1275.91546003129,7213.56016972867
"associates",27.8462321153699,4363.26564940981
"association",5292.93445061579,999.264932864084
"asssociations",6.92940380856448,0
"assume",0,120.866776252552
"assumptions",0,1.92940681227983
"assurance",0,8.00927052746467
"assurances",12.5518618460687,0
"astronomy",58.7768378101188,104.120847295651
"atlanta",477.586113457992,114.063670127714
"attack",0,109.954296235519
"attainment",0,15.9442047930567
"attempts",0,0.306152190053337
"attend",0,6.18119855691236
"attendants",1.69032982567398,0
"attention",0,460.092410059108
"attitudes",37.8865291157012,0
"attract",6459.48133698103,1822.90119974294
"attracting",406.447462948665,625.107226302411
"attractive",0,665.515590575084
"attribute",0,69.6754336010896
"attributed",0,0
"attributes",0,25.9715938735126
"attrition",0,41.2850452180607
"audience",1139.40900541335,711.718400822117
"audiences",1718.90292964901,294.286413014372
"augmented",6.26562092509409,1.39399311587917
"august",14702.4243970995,1781.90264598875
"austin",73.6196958020353,4423.8217811218
"authoring",0,4.15556021091119
"automated",0,66.8947610178054
"automaticallyand",0,27.2126051533294
"autonomous",0,87.6983935309441
"autonomously",0,0.105827221287131
"autonomy",0,42.3115369476172
