"word","interim_cent","final_cent"
"­",0,0.00868700957290815
"",0,0.130471623983843
"aan",0.000308056076297993,0
"aapor",0,0.000440993920264049
"aaronson",0,0.000137634019725222
"ab",0,0.00162834292717169
"abilities",0.00150942328515937,0.00530197641047918
"ability",0.0653531811967094,0.0301580720165258
"able",0.00291913409719808,0.0134942289976806
"aboveaverage",0,0.0036985888249304
"abroad",0.000141264222361372,0.000790000022845239
"abstract",0.00159295043978902,0
"abstraction",0.000814223903285118,0.00277511731046628
"abstractions",0,0.000517267556384249
"abstracts",0,0.000520861753933376
"abundance",0.000906413123128192,0.000499094405870697
"academia",0.0034308605553312,0.0018198487721776
"academic",0.0350765620070554,0.0931046909121148
"academically",0.00225268831360541,0.00223516590922769
"academies",0.00998403408332843,0.00374984001113058
"academy",0,0.00244046875556609
"accademic",0.000308056076297997,0
"acceessed",5.9464209282575e-05,0
"accelerated",0,0.000941816242002852
"accelerator",0,0.00136925926388969
"accelerators",0,0.00102036487739962
"accepting",0.00288257874150166,0
"access",0.0437861563125944,0.0169369376804484
"accessed",0.00743993526634778,0.0428446430241832
"accesseed",1.18736634231546e-05,0
"accessibility",0,0.000535282984694341
"accessible",0.00996982280237282,0.00184937936206443
"accessing",0,0.00681643238323128
"accidental",0.0001016661181344,0
"accommodate",0.00150777654690053,0.000916750198782331
"accompanied",0.00152965923069867,0.000115093004733929
"accomplish",0,0.00379295026876251
"accordance",0,4.0103656479921e-05
"according",0,0.00201698169406841
"accordingly",0,0.00170053023338724
"account",0.0101836225002551,0.000884187053558906
"accountability",0,7.87781556872066e-05
"accounting",0.00182524001692875,0
"accreditation",0.00304899678721298,0.000898453866551686
"accredited",0,0.000920741804277223
"accuracy",0.00128212375959067,0.00200352784787315
"accurate",0.00327797514762109,0.000753434953743575
"accustomed",0.00288257874150166,0
"achieve",0.00568833034046572,0.00686917512410229
"achieved",0.00302960047484905,0.000714901850722189
"achievement",0,4.77859943152902e-05
"achieving",0.00385042873336832,0.000157745444013386
"acknowledge",0.000150500897359792,0
"acknowledged",0.000141202333344109,0
"acknowledging",0,0.00252331325785223
"acknowledgments",0,0.000123249279595294
"acm",0,0.000484563965459765
"acms",0,0.000143285936973135
"acquire",0.00392569763736732,0.00392479649261071
"acquired",0,0.00237449235589029
"acquiring",0.00363782489650131,0
"acquisition",0,0.00364017645253605
"across",0.0214130881786513,0.0321626986236695
"act",0.000133899612581777,0.00024453247802091
"acting",0,0.000143285936973259
"action",0.000742886844930269,0.000762850581066622
"actions",0,0.00209722334002832
"active",0.00357734696127663,0.00240672595089064
"actively",0.000352173033428569,0.0018819911855304
"activities",0.00731098684308196,0.00732387370799649
"activity",0.00183957557775407,0.00632416898946694
"actors",0,6.08969419368212e-05
"actually",0,0.000916416450389914
"acumen",0.099071188485707,0.0250348715130013
"acumenthe",0.00124068900229393,0
"ad",0,3.14232194322963e-07
"adapt",0.0124867694215708,0.00365732123109495
"adaptability",0.0296286413474599,0
"adaptable",0,0.000659203917799544
"adaptation",0.000429464185305776,0
"adapted",2.26708933762545e-05,0.00209034689903177
"adapting",0.00116594240121847,0.000604736771351332
"adaption",0.00179337814608361,0
"add",0,0.00798249700445869
"added",0.0293406364091444,0.000141687322797623
"adding",0.0024143696947432,0
"addition",0.00605425467250904,0.00458457102946563
"additional",0.0116574944931945,0.0105705784266226
"additionally",0.00121823205208264,0.00153785968050376
"addons",0,0.00150427713578233
"address",0.0168553610384144,0.00701074016315748
"addressed",0,0.00404936126699127
"addresses",0,0.00164541923710074
"addressing",0.00351784375270575,0.0063555653872588
"adds",0,0.00333087211212501
"adelaide",0,0.0121944426225847
"adept",0.00288257874150166,0.000789299545263535
"adequately",3.87082383035917e-05,0.00165300503374171
"adherence",4.08513693117666e-05,0
"adhikari",0,0.00338254815978936
"adjunct",0,0.00159594819153877
"adjust",0.00150777654690053,0.00273096456187842
"administered",0,0.000855027811623544
"administration",0,0.000151150203938664
"administrative",0.00187653232981113,0.015009496585684
"administrators",0.00144294096302461,0.00720820488717069
"admit",0.00189892201512601,0
"admitted",0,0.000605443969396374
"adopt",0.000611516451795548,0.00371700133956594
"adopted",0.0210631364029992,0.00274559534319819
"adoption",0.0033665705887662,0.00399200273579836
"adults",0,0.00200262229612706
"advance",0.00246867032976247,0.00116981611031932
"advanced",0.0114448514269448,0.0496606152375277
"advanced",0,0.000217616257296166
"advancement",0.00236807641089073,0.00120305889430776
"advances",0,0.00253055216050865
"advancing",0,9.18368503611799e-05
"advantage",0.000795047634961937,0.00337443785105604
"advantages",0.000342698111350096,0
"advent",0.00104495297704367,0.000987297794693543
"advertisements",0.00105966370070458,7.16463447167838e-05
"advertising",0.000891120733592196,0.00222522593001492
"advising",0.0020365590073647,0.00584824959311098
"advisors",0,0.00455386850106546
"advocates",0,0.000292661204616188
"affect",0.0117616317008888,0.00448880898864873
"affected",0.00323242152911549,0.00489613275718565
"affecting",0,0.000469175292629705
"affection",0.000176422110087627,4.9673890675545e-05
"affiliation",0,0.00200819969995137
"affirm",0,0.000755342453663486
"affirmed",0.000150500897359793,0.00371700133956582
"affluent",0,0.00100289206856855
"aforementioned",0,0.00157816637599327
"african",0,0.000299737965141469
"afterschool",0.00127803672466737,0
"ag",0,1.86998836184458e-07
"agarwal",0.00180302219455344,1.62955020376995e-06
"agencies",0.00881812934826766,0.00282048433993792
"agency",0,0.000439047579441036
"agree",0,0.000805755961011165
"agreement",0.000906413123128189,0.000499094405870419
"agrees",0,0.000140105541972968
"ahead",0,0.0028519845499528
"aid",0.00478518624164365,0.00262631612347786
"aim",0.00641066689964589,0.00597682000746542
"aimed",0.00116449707663642,0.00333179632660511
"aims",0.00414905248251672,0.00277667895302841
"air",0,0.000577180535787925
"ajg",0,6.47002273734719e-08
"al",0.00363670723051216,0.010037689391789
"albeit",0,0.00312981648363737
"alexandre",0,0
"alfred",0.00100780272032434,0
"algebra",0.0013067046253638,0.0163628957455741
"algorithmic",6.45715148054498e-06,0.00698360062068021
"algorithms",0.00303209413204899,0.0203849361830431
"ali",0,0.000772130682780184
"alicia",0,9.89327380223565e-06
"align",0.0012019412774587,0.00716267212161876
"aligned",0,0.00145067823256524
"aligning",0,0.000195065051175738
"alignment",0.00214625167521429,0.000208536415050704
"aligns",0.00149902431293866,0
"alike",0,0.00112121860550527
"alikeat",0,0.000659203917799119
"alisson",0,0
"allegheny",0,0.00254783215736112
"allegiance",0.000167584934600573,0
"allia",0.000212026514342552,0
"allian",1.18736634231539e-05,0
"alliance",0.000353378631175202,0
"allocate",0.00064535428844,0.000151353052027711
"allocation",0,0.00108548868182651
"allow",0.00658590563852174,0.00451190479140692
"allowed",2.53909306537318e-05,5.18598110935857e-05
"allowing",0.000951875909904262,0
"allows",0.00546688559850876,0.00728955384397571
"allseeing",0,8.0000646969882e-06
"almost",0.00167710567236164,0
"alone",0,0.0024271547212122
"along",0.000472975174579181,0.00127088672185293
"alpha",0,0.000650339728718392
"already",0.00730285061530727,0.00548319297240879
"also",0.0608358861601717,0.0817542183029101
"alteration",0,0.00200352784787313
"altering",0,0.000366284613194987
"alternative",0.000191665255950701,0.0102210588487888
"alternatively",0,0.00101637543946248
"alternatives",0.00157235071203662,0.00257182747284741
"although",0.0121084065815776,0.0108655148011139
"altogether",0,0.0010163754394624
"always",0.000363538726233687,0.00126563296835241
"ama",0,0.000248862192296496
"amaassnorgdeliveringcareamacodemedicalethics",0,3.27172861574767e-06
"amalgams",0,0.000768002893141124
"ambitious",0.00140949503692,0
"ameerican",5.9464209282575e-05,0
"amenable",0.00124776553600596,0
"america",2.0755774008323e-05,0
"american",0.0038514205957156,0.00260859038499178
"americas",0,0.000762850581066326
"amherst",0.00935450283201084,0.000426947198719118
"amherst",0,0.00274259149396061
"among",0.0109294770805523,0.0226243214824918
"amount",0.00157640341835706,0.00169163522144517
"amounts",0,0.00100904782215616
"ample",0,0.000907492950651511
"ams",0,0
"analogous",8.24852703254171e-05,0
"analogy",0.00107031936159948,0
"analyses",0.0129324664261602,0.023014636493537
"analysis",0.0341318871358244,0.0982130730268612
"analysisand",0,0.000501233622199944
"analyst",0,0.00298716407764051
"analysts",5.69138179727283e-05,0.0135766509292783
"analytic",0.00402863041172299,0.00171292623113229
"analytical",0.00190249304738709,0.0051417089222469
"analytics",0.0188229268292492,0.0766981558436671
"­analytics",0,0.00331584747622647
"analyze",0.00314156534063011,0.00814465118879332
"analyzed",0.00777626190763878,0.00297598704212088
"analyzes",0.00276795415190157,0
"analyzing",0.000653336128963714,0.00619508816783894
"ance",0.00021202651434255,0
"anchored",0,0.000746072482729133
"ancillary",0.000862019026768864,0
"anda",0.00024941269855606,0
"andor",0.0314709296276742,0.00831531829477709
"andy",0,0.000496520173514318
"angeles",0,0.00077213068277993
"ann",0,0.0017599089984574
"annual",0,6.03342007265079e-05
"another",0.00695938716860543,0.0151084058574187
"anothera",0,0.000888658305535077
"answer",0.00334365172019128,0.00276765302428686
"answering",0.00128738710716269,0
"answers",0,0.000197699498808973
"anthropology",0.00269311915859594,0.00206728807756089
"anticipated",0,0.000238381211805513
"anticipates",0,0.0008796092014223
"ap",0,0.000512356950209124
"app",0.00100404585612661,0
"apparent",0.00116423801410513,0
"appeal",0.00519681565757084,0.00223486286674988
"appealing",0.00137067964512077,0
"appeared",0,6.32300800401937e-05
"appearing",0,0.00105694348604692
"appears",0,6.18595006953365e-05
"appendix",1.04326981229262e-05,0.0042299149111287
"appendixes",0,0.000869070561145698
"apple",0,0
"applicability",0,0.00107362649605257
"applicable",0,0.0083839773025275
"application",0.00913837606919819,0.016873349554617
"applications",0.0633677243223268,0.0201394461795332
"applied",0.0137505630384326,0.0296699994065566
"applies",0.000271913057045783,0
"appllied",0.000353378631175199,0
"apply",0.0314805597841197,0.00904589311371462
"applying",0.00244493037289474,0.00793791652635699
"appreciate",0.0035389905014713,0
"appreciated",0,0.0012241653077352
"appreciation",0.00141038406180689,0.000829554833057199
"apprenticeships",0,8.45897181469013e-05
"approach",0.0147875380880827,0.00880341579963692
"approaches",0.150014441120281,0.0326303267641586
"approachfor",0.00297137954521967,0
"approaching",0,0.000781877871104533
"appropriate",0.0256779182177172,0.0251125113800831
"appropriately",0.00126294912742093,0.00807989166296306
"appropriateness",0.00175158515923822,0.000757031067753732
"approval",0,0.000943922767966654
"approved",0.000860290394650272,0.0331802136342287
"approximately",0,0.00206771249118261
"approximation",0,0.000217616257296184
"apps",0,0.00025058011285469
"april",0.000168513770161323,0.000159866612136829
"arbor",0,0.00175990899845755
"architecture",0,0.00503277693492447
"area",0.00851635144551844,0.0143979238165641
"areas",0.0253648902120961,0.024746849118986
"argue",0.00331867350432576,0.000442556136659697
"argued",0.000267651721838647,0
"arise",0.00775200353643396,0.00498886052033627
"arisen",0,0.000125431546266072
"arises",0.000102376346565609,0
"arising",0,0.000457525860376181
"around",0.0102515457493951,0.0100267811151703
"array",0.00362462347465613,0.00535719390244604
"arrival",8.24852703254183e-05,0
"art",0.00671392781027198,0.00777498344534646
"articulate",0,0.000823865615308385
"articulately",0,0.000856276158969134
"articulating",0.000429464185305775,0
"artifacts",0,0.00405512353050643
"artificial",0.00288257874150166,0.0042405218068976
"artists",0,0.00129514699577763
"arts",0.00465476489472973,0.0164048773282871
"artwork",0.00010721312408082,0
"asa",0.00152263062857521,0.00584247906118788
"asai",2.51810097451927e-06,0
"asas",0,7.87781556872938e-05
